"Continent","Age Group","Year","Mental Disorder","Percent"
"Asia","60-79 years",2018,"Schizophrenia",0.373510841961025
"Asia","60-79 years",2019,"Anxiety disorders",5.04467480896735
"Asia","60-79 years",2019,"Bipolar disorder",0.790671690324077
"Asia","60-79 years",2019,"Depressive disorders",7.08768836033217
"Asia","60-79 years",2019,"Eating disorders",0
"Asia","60-79 years",2019,"Schizophrenia",0.37408603664143
"Asia","80+ years",1990,"Anxiety disorders",4.12909709810625
"Asia","80+ years",1990,"Bipolar disorder",0.399776871269504
"Asia","80+ years",1990,"Depressive disorders",6.30723207384367
"Asia","80+ years",1990,"Eating disorders",0
"Asia","80+ years",1990,"Schizophrenia",0.137202956768085
"Asia","80+ years",1991,"Anxiety disorders",4.12788387417729
"Asia","80+ years",1991,"Bipolar disorder",0.399285999934615
"Asia","80+ years",1991,"Depressive disorders",6.2833753412542
"Asia","80+ years",1991,"Eating disorders",0
"Asia","80+ years",1991,"Schizophrenia",0.13653958573673
"Asia","80+ years",1992,"Anxiety disorders",4.12604731932591
"Asia","80+ years",1992,"Bipolar disorder",0.398691761426758
"Asia","80+ years",1992,"Depressive disorders",6.26247628444556
"Asia","80+ years",1992,"Eating disorders",0
"Asia","80+ years",1992,"Schizophrenia",0.135887257473087
"Asia","80+ years",1993,"Anxiety disorders",4.12439823401225
"Asia","80+ years",1993,"Bipolar disorder",0.398192093071569
"Asia","80+ years",1993,"Depressive disorders",6.24487643509609
"Asia","80+ years",1993,"Eating disorders",0
"Asia","80+ years",1993,"Schizophrenia",0.135352745045787
"Asia","80+ years",1994,"Anxiety disorders",4.12258646087518
"Asia","80+ years",1994,"Bipolar disorder",0.397717357704049
"Asia","80+ years",1994,"Depressive disorders",6.23010528885037
"Asia","80+ years",1994,"Eating disorders",0
"Asia","80+ years",1994,"Schizophrenia",0.134907355256083
"Asia","80+ years",1995,"Anxiety disorders",4.12103422773499
"Asia","80+ years",1995,"Bipolar disorder",0.397262426871953
"Asia","80+ years",1995,"Depressive disorders",6.22232038280535
"Asia","80+ years",1995,"Eating disorders",0
"Asia","80+ years",1995,"Schizophrenia",0.134558466926748
"Asia","80+ years",1996,"Anxiety disorders",4.12097133668602
"Asia","80+ years",1996,"Bipolar disorder",0.396927589991913
"Asia","80+ years",1996,"Depressive disorders",6.22033098984318
"Asia","80+ years",1996,"Eating disorders",0
"Asia","80+ years",1996,"Schizophrenia",0.134350901000929
"Asia","80+ years",1997,"Anxiety disorders",4.12157802842085
"Asia","80+ years",1997,"Bipolar disorder",0.396524759793935
"Asia","80+ years",1997,"Depressive disorders",6.22507187723454
"Asia","80+ years",1997,"Eating disorders",0
"Asia","80+ years",1997,"Schizophrenia",0.134189281559379
"Asia","80+ years",1998,"Anxiety disorders",4.12291865578838
"Asia","80+ years",1998,"Bipolar disorder",0.396189891967301
"Asia","80+ years",1998,"Depressive disorders",6.23297814254934
"Asia","80+ years",1998,"Eating disorders",0
"Asia","80+ years",1998,"Schizophrenia",0.134125010401429
"Asia","80+ years",1999,"Anxiety disorders",4.12432473189726
"Asia","80+ years",1999,"Bipolar disorder",0.396082630063913
"Asia","80+ years",1999,"Depressive disorders",6.24018871818961
"Asia","80+ years",1999,"Eating disorders",0
"Asia","80+ years",1999,"Schizophrenia",0.134255619729045
"Asia","80+ years",2000,"Anxiety disorders",4.12536810223776
"Asia","80+ years",2000,"Bipolar disorder",0.396236992028774
"Asia","80+ years",2000,"Depressive disorders",6.24204052314948
"Asia","80+ years",2000,"Eating disorders",0
"Asia","80+ years",2000,"Schizophrenia",0.134572054634882
"Asia","80+ years",2001,"Anxiety disorders",4.12734942617483
"Asia","80+ years",2001,"Bipolar disorder",0.396888007543496
"Asia","80+ years",2001,"Depressive disorders",6.24166262305664
"Asia","80+ years",2001,"Eating disorders",0
"Asia","80+ years",2001,"Schizophrenia",0.13521015779597
"Asia","80+ years",2002,"Anxiety disorders",4.12945801232878
"Asia","80+ years",2002,"Bipolar disorder",0.397849588642286
"Asia","80+ years",2002,"Depressive disorders",6.24010658644091
"Asia","80+ years",2002,"Eating disorders",0
"Asia","80+ years",2002,"Schizophrenia",0.13603717505342
"Asia","80+ years",2003,"Anxiety disorders",4.13263098275317
"Asia","80+ years",2003,"Bipolar disorder",0.399011034047507
"Asia","80+ years",2003,"Depressive disorders",6.23925268611599
"Asia","80+ years",2003,"Eating disorders",0
"Asia","80+ years",2003,"Schizophrenia",0.137059809770575
"Asia","80+ years",2004,"Anxiety disorders",4.13577944770079
"Asia","80+ years",2004,"Bipolar disorder",0.400099714884277
"Asia","80+ years",2004,"Depressive disorders",6.23870744829287
"Asia","80+ years",2004,"Eating disorders",0
"Asia","80+ years",2004,"Schizophrenia",0.138138892486857
"Asia","80+ years",2005,"Anxiety disorders",4.13815995159561
"Asia","80+ years",2005,"Bipolar disorder",0.400970017040341
"Asia","80+ years",2005,"Depressive disorders",6.2389246836412
"Asia","80+ years",2005,"Eating disorders",0
"Asia","80+ years",2005,"Schizophrenia",0.139239938602925
"Asia","80+ years",2006,"Anxiety disorders",4.1418355575832
"Asia","80+ years",2006,"Bipolar disorder",0.401625879309739
"Asia","80+ years",2006,"Depressive disorders",6.23774987839741
"Asia","80+ years",2006,"Eating disorders",0
"Asia","80+ years",2006,"Schizophrenia",0.140439083950627
"Asia","80+ years",2007,"Anxiety disorders",4.14786702465897
"Asia","80+ years",2007,"Bipolar disorder",0.402225520796481
"Asia","80+ years",2007,"Depressive disorders",6.23493433663844
"Asia","80+ years",2007,"Eating disorders",0
"Asia","80+ years",2007,"Schizophrenia",0.141869262627991
"Asia","80+ years",2008,"Anxiety disorders",4.15449637614398
"Asia","80+ years",2008,"Bipolar disorder",0.402574548261169
"Asia","80+ years",2008,"Depressive disorders",6.23053983553337
"Asia","80+ years",2008,"Eating disorders",0
"Asia","80+ years",2008,"Schizophrenia",0.143258853781325
"Asia","80+ years",2009,"Anxiety disorders",4.160843925143
"Asia","80+ years",2009,"Bipolar disorder",0.40278256330192
"Asia","80+ years",2009,"Depressive disorders",6.22779816006169
"Asia","80+ years",2009,"Eating disorders",0
"Asia","80+ years",2009,"Schizophrenia",0.144527995904311
"Asia","80+ years",2010,"Anxiety disorders",4.16483759332213
"Asia","80+ years",2010,"Bipolar disorder",0.4026617854866
"Asia","80+ years",2010,"Depressive disorders",6.22470516096998
"Asia","80+ years",2010,"Eating disorders",0
"Asia","80+ years",2010,"Schizophrenia",0.14538729216562
"Asia","80+ years",2011,"Anxiety disorders",4.16962990433539
"Asia","80+ years",2011,"Bipolar disorder",0.402381789745317
"Asia","80+ years",2011,"Depressive disorders",6.22203191596216
"Asia","80+ years",2011,"Eating disorders",0
"Asia","80+ years",2011,"Schizophrenia",0.146073351888703
"Asia","80+ years",2012,"Anxiety disorders",4.17602476634597
"Asia","80+ years",2012,"Bipolar disorder",0.401666639005715
"Asia","80+ years",2012,"Depressive disorders",6.21486422428399
"Asia","80+ years",2012,"Eating disorders",0
"Asia","80+ years",2012,"Schizophrenia",0.146613328737181
"Asia","80+ years",2013,"Anxiety disorders",4.18315954627055
"Asia","80+ years",2013,"Bipolar disorder",0.400903959763344
"Asia","80+ years",2013,"Depressive disorders",6.20585593489568
"Asia","80+ years",2013,"Eating disorders",0
"Asia","80+ years",2013,"Schizophrenia",0.147152889525105
"Asia","80+ years",2014,"Anxiety disorders",4.18742709568106
"Asia","80+ years",2014,"Bipolar disorder",0.399813026848075
"Asia","80+ years",2014,"Depressive disorders",6.19829450613709
"Asia","80+ years",2014,"Eating disorders",0
"Asia","80+ years",2014,"Schizophrenia",0.147412521931503
"Asia","80+ years",2015,"Anxiety disorders",4.18804360793298
"Asia","80+ years",2015,"Bipolar disorder",0.398858730206696
"Asia","80+ years",2015,"Depressive disorders",6.19558812302819
"Asia","80+ years",2015,"Eating disorders",0
"Asia","80+ years",2015,"Schizophrenia",0.147583643587715
"Asia","80+ years",2016,"Anxiety disorders",4.18261049000654
"Asia","80+ years",2016,"Bipolar disorder",0.398183467898541
"Asia","80+ years",2016,"Depressive disorders",6.19689631369877
"Asia","80+ years",2016,"Eating disorders",0
"Asia","80+ years",2016,"Schizophrenia",0.147932531118767
"Asia","80+ years",2017,"Anxiety disorders",4.17944941355382
"Asia","80+ years",2017,"Bipolar disorder",0.398054039828423
"Asia","80+ years",2017,"Depressive disorders",6.20054749296361
"Asia","80+ years",2017,"Eating disorders",0
"Asia","80+ years",2017,"Schizophrenia",0.148433406904368
"Asia","80+ years",2018,"Anxiety disorders",4.18622659300215
"Asia","80+ years",2018,"Bipolar disorder",0.397803839070429
"Asia","80+ years",2018,"Depressive disorders",6.21309336952785
"Asia","80+ years",2018,"Eating disorders",0
"Asia","80+ years",2018,"Schizophrenia",0.148640175258511
"Asia","80+ years",2019,"Anxiety disorders",4.20294075699256
"Asia","80+ years",2019,"Bipolar disorder",0.397780829219696
"Asia","80+ years",2019,"Depressive disorders",6.23397997069716
"Asia","80+ years",2019,"Eating disorders",0
"Asia","80+ years",2019,"Schizophrenia",0.148960676151253
"Europe","0-19 years",1990,"Anxiety disorders",9.46719172274097
"Europe","0-19 years",1990,"Bipolar disorder",0.745538570273223
"Europe","0-19 years",1990,"Depressive disorders",3.10506134951644
"Europe","0-19 years",1990,"Eating disorders",0.510154635668753
"Europe","0-19 years",1990,"Schizophrenia",0.0444434018150694
"Europe","0-19 years",1991,"Anxiety disorders",9.45734682653927
"Europe","0-19 years",1991,"Bipolar disorder",0.745307953820045
"Europe","0-19 years",1991,"Depressive disorders",3.09645566466531
"Europe","0-19 years",1991,"Eating disorders",0.510294128884661
"Europe","0-19 years",1991,"Schizophrenia",0.0445020423670979
"Europe","0-19 years",1992,"Anxiety disorders",9.45013351086075
"Europe","0-19 years",1992,"Bipolar disorder",0.74403515768546
"Europe","0-19 years",1992,"Depressive disorders",3.0857648996192
"Europe","0-19 years",1992,"Eating disorders",0.510119276272061
"Europe","0-19 years",1992,"Schizophrenia",0.0444847890381492
"Europe","0-19 years",1993,"Anxiety disorders",9.45145165369554
"Europe","0-19 years",1993,"Bipolar disorder",0.742981674796283
"Europe","0-19 years",1993,"Depressive disorders",3.07585542498065
"Europe","0-19 years",1993,"Eating disorders",0.511122052402681
"Europe","0-19 years",1993,"Schizophrenia",0.0444694549758442
"Europe","0-19 years",1994,"Anxiety disorders",9.46194082470314
"Europe","0-19 years",1994,"Bipolar disorder",0.743024710346734
"Europe","0-19 years",1994,"Depressive disorders",3.06980583933818
"Europe","0-19 years",1994,"Eating disorders",0.512622933179217
"Europe","0-19 years",1994,"Schizophrenia",0.04450331133383
"Europe","0-19 years",1995,"Anxiety disorders",9.477052033235
"Europe","0-19 years",1995,"Bipolar disorder",0.743704198558332
"Europe","0-19 years",1995,"Depressive disorders",3.06676471141087
"Europe","0-19 years",1995,"Eating disorders",0.514393648665301
"Europe","0-19 years",1995,"Schizophrenia",0.0445597857625246
"Europe","0-19 years",1996,"Anxiety disorders",9.49367022133527
"Europe","0-19 years",1996,"Bipolar disorder",0.74500113513041
"Europe","0-19 years",1996,"Depressive disorders",3.06873680578149
"Europe","0-19 years",1996,"Eating disorders",0.517656907447763
"Europe","0-19 years",1996,"Schizophrenia",0.0446579988659414
"Europe","0-19 years",1997,"Anxiety disorders",9.50427862767841
"Europe","0-19 years",1997,"Bipolar disorder",0.746609836376016
"Europe","0-19 years",1997,"Depressive disorders",3.07575458135376
"Europe","0-19 years",1997,"Eating disorders",0.522167317300944
"Europe","0-19 years",1997,"Schizophrenia",0.0447910566979355
"Europe","0-19 years",1998,"Anxiety disorders",9.50860854841488
"Europe","0-19 years",1998,"Bipolar disorder",0.747244665220571
"Europe","0-19 years",1998,"Depressive disorders",3.07991435263723
"Europe","0-19 years",1998,"Eating disorders",0.526072261698719
"Europe","0-19 years",1998,"Schizophrenia",0.0448767538858849
"Europe","0-19 years",1999,"Anxiety disorders",9.50763093956469
"Europe","0-19 years",1999,"Bipolar disorder",0.746431113671639
"Europe","0-19 years",1999,"Depressive disorders",3.08033145159266
"Europe","0-19 years",1999,"Eating disorders",0.529036009550553
"Europe","0-19 years",1999,"Schizophrenia",0.0448836369208191
"Europe","0-19 years",2000,"Anxiety disorders",9.50903228215359
"Europe","0-19 years",2000,"Bipolar disorder",0.745433148970943
"Europe","0-19 years",2000,"Depressive disorders",3.07669593010161
"Europe","0-19 years",2000,"Eating disorders",0.531738089543167
"Europe","0-19 years",2000,"Schizophrenia",0.0448940942878839
"Europe","0-19 years",2001,"Anxiety disorders",9.52041227509583
"Europe","0-19 years",2001,"Bipolar disorder",0.744272231116958
"Europe","0-19 years",2001,"Depressive disorders",3.06670694662194
"Europe","0-19 years",2001,"Eating disorders",0.534908494577769
"Europe","0-19 years",2001,"Schizophrenia",0.0449024279735222
"Europe","0-19 years",2002,"Anxiety disorders",9.5485003535032
"Europe","0-19 years",2002,"Bipolar disorder",0.744374518454153
"Europe","0-19 years",2002,"Depressive disorders",3.05645723811638
"Europe","0-19 years",2002,"Eating disorders",0.539138379175907
"Europe","0-19 years",2002,"Schizophrenia",0.0449937531518432
"Europe","0-19 years",2003,"Anxiety disorders",9.58343615209988
"Europe","0-19 years",2003,"Bipolar disorder",0.746881639719149
"Europe","0-19 years",2003,"Depressive disorders",3.04992839032889
"Europe","0-19 years",2003,"Eating disorders",0.545814665102733
"Europe","0-19 years",2003,"Schizophrenia",0.0452408194577734
"Europe","0-19 years",2004,"Anxiety disorders",9.61668712733169
"Europe","0-19 years",2004,"Bipolar disorder",0.750829609155605
"Europe","0-19 years",2004,"Depressive disorders",3.04632192161836
"Europe","0-19 years",2004,"Eating disorders",0.553032983108023
"Europe","0-19 years",2004,"Schizophrenia",0.0455737658596176
"Europe","0-19 years",2005,"Anxiety disorders",9.63751336040591
"Europe","0-19 years",2005,"Bipolar disorder",0.75471874463502
"Europe","0-19 years",2005,"Depressive disorders",3.044841058473
"Europe","0-19 years",2005,"Eating disorders",0.559676803577971
"Europe","0-19 years",2005,"Schizophrenia",0.0459183254251446
"Europe","0-19 years",2006,"Anxiety disorders",9.66338184490069
"Europe","0-19 years",2006,"Bipolar disorder",0.759170078851847
"Europe","0-19 years",2006,"Depressive disorders",3.04529118723973
"Europe","0-19 years",2006,"Eating disorders",0.565757669695115
"Europe","0-19 years",2006,"Schizophrenia",0.0463356924865731
"Europe","0-19 years",2007,"Anxiety disorders",9.70326278625447
"Europe","0-19 years",2007,"Bipolar disorder",0.762561556643901
"Europe","0-19 years",2007,"Depressive disorders",3.04081214500196
"Europe","0-19 years",2007,"Eating disorders",0.571165292800285
"Europe","0-19 years",2007,"Schizophrenia",0.0466888441864591
"Europe","0-19 years",2008,"Anxiety disorders",9.74701313289467
"Europe","0-19 years",2008,"Bipolar disorder",0.764377228546055
"Europe","0-19 years",2008,"Depressive disorders",3.03135598476413
"Europe","0-19 years",2008,"Eating disorders",0.575688279454907
"Europe","0-19 years",2008,"Schizophrenia",0.046912409134465
"Europe","0-19 years",2009,"Anxiety disorders",9.78275992801918
"Europe","0-19 years",2009,"Bipolar disorder",0.764430538011313
"Europe","0-19 years",2009,"Depressive disorders",3.01966228305673
"Europe","0-19 years",2009,"Eating disorders",0.578545003184166
"Europe","0-19 years",2009,"Schizophrenia",0.0469706146907869
"Europe","0-19 years",2010,"Anxiety disorders",9.79744675948055
"Europe","0-19 years",2010,"Bipolar disorder",0.763631101711983
"Europe","0-19 years",2010,"Depressive disorders",3.00872951992276
"Europe","0-19 years",2010,"Eating disorders",0.580214076321672
"Europe","0-19 years",2010,"Schizophrenia",0.0468995813978496
"Europe","0-19 years",2011,"Anxiety disorders",9.79673312484767
"Europe","0-19 years",2011,"Bipolar disorder",0.761832964979274
"Europe","0-19 years",2011,"Depressive disorders",2.99517281096443
"Europe","0-19 years",2011,"Eating disorders",0.580951873797268
"Europe","0-19 years",2011,"Schizophrenia",0.0467032027645364
"Europe","0-19 years",2012,"Anxiety disorders",9.80032549559192
"Europe","0-19 years",2012,"Bipolar disorder",0.761340881185164
"Europe","0-19 years",2012,"Depressive disorders",2.98205773805502
"Europe","0-19 years",2012,"Eating disorders",0.581950066954932
"Europe","0-19 years",2012,"Schizophrenia",0.0465761453832148
"Europe","0-19 years",2013,"Anxiety disorders",9.80969617299489
"Europe","0-19 years",2013,"Bipolar disorder",0.760603156092815
"Europe","0-19 years",2013,"Depressive disorders",2.96754520241546
"Europe","0-19 years",2013,"Eating disorders",0.582655922129195
"Europe","0-19 years",2013,"Schizophrenia",0.046413541739768
"Europe","0-19 years",2014,"Anxiety disorders",9.8213591363963
"Europe","0-19 years",2014,"Bipolar disorder",0.759782747545829
"Europe","0-19 years",2014,"Depressive disorders",2.95688167004349
"Europe","0-19 years",2014,"Eating disorders",0.584123187687211
"Europe","0-19 years",2014,"Schizophrenia",0.046247885773106
"Europe","0-19 years",2015,"Anxiety disorders",9.83296707792308
"Europe","0-19 years",2015,"Bipolar disorder",0.758627529381971
"Europe","0-19 years",2015,"Depressive disorders",2.95067555623597
"Europe","0-19 years",2015,"Eating disorders",0.58503931436656
"Europe","0-19 years",2015,"Schizophrenia",0.0460797178069609
"Europe","0-19 years",2016,"Anxiety disorders",9.83858141358182
"Europe","0-19 years",2016,"Bipolar disorder",0.757664365899032
"Europe","0-19 years",2016,"Depressive disorders",2.95600467809796
"Europe","0-19 years",2016,"Eating disorders",0.589564916949936
"Europe","0-19 years",2016,"Schizophrenia",0.0459112825100724
"Europe","0-19 years",2017,"Anxiety disorders",9.8361449252324
"Europe","0-19 years",2017,"Bipolar disorder",0.755040435002608
"Europe","0-19 years",2017,"Depressive disorders",2.95843149987741
"Europe","0-19 years",2017,"Eating disorders",0.592824603056692
"Europe","0-19 years",2017,"Schizophrenia",0.0456064239944467
"Europe","0-19 years",2018,"Anxiety disorders",9.80328553266432
"Europe","0-19 years",2018,"Bipolar disorder",0.751408722130594
"Europe","0-19 years",2018,"Depressive disorders",2.95710953028142
"Europe","0-19 years",2018,"Eating disorders",0.593991703201411
"Europe","0-19 years",2018,"Schizophrenia",0.0451602062126753
"Europe","0-19 years",2019,"Anxiety disorders",9.73517030628987
"Europe","0-19 years",2019,"Bipolar disorder",0.747621383623302
"Europe","0-19 years",2019,"Depressive disorders",2.9600336808723
"Europe","0-19 years",2019,"Eating disorders",0.595199363773752
"Europe","0-19 years",2019,"Schizophrenia",0.0446168910082596
"Europe","20-39 years",1990,"Anxiety disorders",28.2754506716213
"Europe","20-39 years",1990,"Bipolar disorder",5.29334160359573
"Europe","20-39 years",1990,"Depressive disorders",23.3061905928629
"Europe","20-39 years",1990,"Eating disorders",3.28232136500504
"Europe","20-39 years",1990,"Schizophrenia",2.04213612466827
"Europe","20-39 years",1991,"Anxiety disorders",28.3395855039085
"Europe","20-39 years",1991,"Bipolar disorder",5.29380768399839
"Europe","20-39 years",1991,"Depressive disorders",23.2768262234444
"Europe","20-39 years",1991,"Eating disorders",3.28230028834449
"Europe","20-39 years",1991,"Schizophrenia",2.04038750169302
"Europe","20-39 years",1992,"Anxiety disorders",28.3941875237465
"Europe","20-39 years",1992,"Bipolar disorder",5.29446170258867
"Europe","20-39 years",1992,"Depressive disorders",23.242603131696
"Europe","20-39 years",1992,"Eating disorders",3.2849163461244
"Europe","20-39 years",1992,"Schizophrenia",2.03898306822532
"Europe","20-39 years",1993,"Anxiety disorders",28.4342248059957
"Europe","20-39 years",1993,"Bipolar disorder",5.29511755449438
"Europe","20-39 years",1993,"Depressive disorders",23.2064741871153
"Europe","20-39 years",1993,"Eating disorders",3.29131687865177
"Europe","20-39 years",1993,"Schizophrenia",2.03796842919805
"Europe","20-39 years",1994,"Anxiety disorders",28.4571395558311
"Europe","20-39 years",1994,"Bipolar disorder",5.29592226711482
"Europe","20-39 years",1994,"Depressive disorders",23.1684785529539
"Europe","20-39 years",1994,"Eating disorders",3.29966850820907
"Europe","20-39 years",1994,"Schizophrenia",2.03738697818083
"Europe","20-39 years",1995,"Anxiety disorders",28.4587198194217
"Europe","20-39 years",1995,"Bipolar disorder",5.29675987948516
"Europe","20-39 years",1995,"Depressive disorders",23.1316837517553
"Europe","20-39 years",1995,"Eating disorders",3.30999987933575
"Europe","20-39 years",1995,"Schizophrenia",2.03725856314615
"Europe","20-39 years",1996,"Anxiety disorders",28.4154327500512
"Europe","20-39 years",1996,"Bipolar disorder",5.29758082624881
"Europe","20-39 years",1996,"Depressive disorders",23.0973843497208
"Europe","20-39 years",1996,"Eating disorders",3.32675926309591
"Europe","20-39 years",1996,"Schizophrenia",2.03791651078143
"Europe","20-39 years",1997,"Anxiety disorders",28.3269475328343
"Europe","20-39 years",1997,"Bipolar disorder",5.29834188580044
"Europe","20-39 years",1997,"Depressive disorders",23.0616040235525
"Europe","20-39 years",1997,"Eating disorders",3.34794534564016
"Europe","20-39 years",1997,"Schizophrenia",2.03934945982545
"Europe","20-39 years",1998,"Anxiety disorders",28.2262036045641
"Europe","20-39 years",1998,"Bipolar disorder",5.29918193294102
"Europe","20-39 years",1998,"Depressive disorders",23.0265191951795
"Europe","20-39 years",1998,"Eating disorders",3.37245072386054
"Europe","20-39 years",1998,"Schizophrenia",2.04109257045507
"Europe","20-39 years",1999,"Anxiety disorders",28.1453555045208
"Europe","20-39 years",1999,"Bipolar disorder",5.30013021325821
"Europe","20-39 years",1999,"Depressive disorders",22.9778196940631
"Europe","20-39 years",1999,"Eating disorders",3.39950027031851
"Europe","20-39 years",1999,"Schizophrenia",2.04270038804432
"Europe","20-39 years",2000,"Anxiety disorders",28.1139026506787
"Europe","20-39 years",2000,"Bipolar disorder",5.30108797133906
"Europe","20-39 years",2000,"Depressive disorders",22.9162010567174
"Europe","20-39 years",2000,"Eating disorders",3.42503448193625
"Europe","20-39 years",2000,"Schizophrenia",2.04375624350152
"Europe","20-39 years",2001,"Anxiety disorders",28.1194468668452
"Europe","20-39 years",2001,"Bipolar disorder",5.29946114895785
"Europe","20-39 years",2001,"Depressive disorders",22.8113305062343
"Europe","20-39 years",2001,"Eating disorders",3.45483834632549
"Europe","20-39 years",2001,"Schizophrenia",2.04435507261777
"Europe","20-39 years",2002,"Anxiety disorders",28.1298484671926
"Europe","20-39 years",2002,"Bipolar disorder",5.29421711273092
"Europe","20-39 years",2002,"Depressive disorders",22.661074095946
"Europe","20-39 years",2002,"Eating disorders",3.49167506564215
"Europe","20-39 years",2002,"Schizophrenia",2.04490762680248
"Europe","20-39 years",2003,"Anxiety disorders",28.1449987300251
"Europe","20-39 years",2003,"Bipolar disorder",5.28773448130542
"Europe","20-39 years",2003,"Depressive disorders",22.4924374806663
"Europe","20-39 years",2003,"Eating disorders",3.53113840734739
"Europe","20-39 years",2003,"Schizophrenia",2.04548547997499
"Europe","20-39 years",2004,"Anxiety disorders",28.1651633331312
"Europe","20-39 years",2004,"Bipolar disorder",5.28235863359746
"Europe","20-39 years",2004,"Depressive disorders",22.3302351343044
"Europe","20-39 years",2004,"Eating disorders",3.56846751237693
"Europe","20-39 years",2004,"Schizophrenia",2.04610263444162
"Europe","20-39 years",2005,"Anxiety disorders",28.1907619777589
"Europe","20-39 years",2005,"Bipolar disorder",5.28047768552451
"Europe","20-39 years",2005,"Depressive disorders",22.2107113207274
"Europe","20-39 years",2005,"Eating disorders",3.59918325692673
"Europe","20-39 years",2005,"Schizophrenia",2.04682323383399
"Europe","20-39 years",2006,"Anxiety disorders",28.2487397641693
"Europe","20-39 years",2006,"Bipolar disorder",5.28119458344126
"Europe","20-39 years",2006,"Depressive disorders",22.1147870851252
"Europe","20-39 years",2006,"Eating disorders",3.62846552288766
"Europe","20-39 years",2006,"Schizophrenia",2.04847699761988
"Europe","20-39 years",2007,"Anxiety disorders",28.3489054780017
"Europe","20-39 years",2007,"Bipolar disorder",5.28202472914026
"Europe","20-39 years",2007,"Depressive disorders",22.0160325196583
"Europe","20-39 years",2007,"Eating disorders",3.65927881280221
"Europe","20-39 years",2007,"Schizophrenia",2.05136090851306
"Europe","20-39 years",2008,"Anxiety disorders",28.4643712420174
"Europe","20-39 years",2008,"Bipolar disorder",5.28284899718343
"Europe","20-39 years",2008,"Depressive disorders",21.9271258976102
"Europe","20-39 years",2008,"Eating disorders",3.69086343390355
"Europe","20-39 years",2008,"Schizophrenia",2.05468430519636
"Europe","20-39 years",2009,"Anxiety disorders",28.5696502044209
"Europe","20-39 years",2009,"Bipolar disorder",5.2836936515526
"Europe","20-39 years",2009,"Depressive disorders",21.8529326659889
"Europe","20-39 years",2009,"Eating disorders",3.7196376486002
"Europe","20-39 years",2009,"Schizophrenia",2.05760926497283
"Europe","20-39 years",2010,"Anxiety disorders",28.6379219315285
"Europe","20-39 years",2010,"Bipolar disorder",5.28445481118501
"Europe","20-39 years",2010,"Depressive disorders",21.795053998427
"Europe","20-39 years",2010,"Eating disorders",3.7428506387688
"Europe","20-39 years",2010,"Schizophrenia",2.05933969723858
"Europe","20-39 years",2011,"Anxiety disorders",28.7096609282222
"Europe","20-39 years",2011,"Bipolar disorder",5.28531148398004
"Europe","20-39 years",2011,"Depressive disorders",21.7328714940649
"Europe","20-39 years",2011,"Eating disorders",3.76147971327453
"Europe","20-39 years",2011,"Schizophrenia",2.06031263176433
"Europe","20-39 years",2012,"Anxiety disorders",28.8204931545141
"Europe","20-39 years",2012,"Bipolar disorder",5.28623978086546
"Europe","20-39 years",2012,"Depressive disorders",21.6407407144213
"Europe","20-39 years",2012,"Eating disorders",3.77852038494281
"Europe","20-39 years",2012,"Schizophrenia",2.06149492126149
"Europe","20-39 years",2013,"Anxiety disorders",28.9403980602534
"Europe","20-39 years",2013,"Bipolar disorder",5.28716330822044
"Europe","20-39 years",2013,"Depressive disorders",21.5505081183205
"Europe","20-39 years",2013,"Eating disorders",3.79409099774729
"Europe","20-39 years",2013,"Schizophrenia",2.06270853929533
"Europe","20-39 years",2014,"Anxiety disorders",29.0373089102106
"Europe","20-39 years",2014,"Bipolar disorder",5.28790526788801
"Europe","20-39 years",2014,"Depressive disorders",21.4794687617542
"Europe","20-39 years",2014,"Eating disorders",3.80968644068045
"Europe","20-39 years",2014,"Schizophrenia",2.06385084919454
"Europe","20-39 years",2015,"Anxiety disorders",29.0806070944562
"Europe","20-39 years",2015,"Bipolar disorder",5.28833894187588
"Europe","20-39 years",2015,"Depressive disorders",21.4517586260044
"Europe","20-39 years",2015,"Eating disorders",3.82672687829462
"Europe","20-39 years",2015,"Schizophrenia",2.06475416149502
"Europe","20-39 years",2016,"Anxiety disorders",28.991509984053
"Europe","20-39 years",2016,"Bipolar disorder",5.28915950592924
"Europe","20-39 years",2016,"Depressive disorders",21.5125387045618
"Europe","20-39 years",2016,"Eating disorders",3.85773727188286
"Europe","20-39 years",2016,"Schizophrenia",2.0655115761841
"Europe","20-39 years",2017,"Anxiety disorders",28.8895724567908
"Europe","20-39 years",2017,"Bipolar disorder",5.28990960140577
"Europe","20-39 years",2017,"Depressive disorders",21.5757804315861
"Europe","20-39 years",2017,"Eating disorders",3.888867345751
"Europe","20-39 years",2017,"Schizophrenia",2.06589543327662
"Europe","20-39 years",2018,"Anxiety disorders",28.861170692812
"Europe","20-39 years",2018,"Bipolar disorder",5.28945741333672
"Europe","20-39 years",2018,"Depressive disorders",21.6207508490769
"Europe","20-39 years",2018,"Eating disorders",3.90865039724907
"Europe","20-39 years",2018,"Schizophrenia",2.06199442817177
"Europe","20-39 years",2019,"Anxiety disorders",28.8384188456173
"Europe","20-39 years",2019,"Bipolar disorder",5.28819723161624
"Europe","20-39 years",2019,"Depressive disorders",21.6975335034979
"Europe","20-39 years",2019,"Eating disorders",3.92939626936924
"Europe","20-39 years",2019,"Schizophrenia",2.05295206350919
"Europe","40-59 years",1990,"Anxiety disorders",26.4332803762028
"Europe","40-59 years",1990,"Bipolar disorder",5.11307319398499
